ball,score,commentary,second_commentary
10.1,6,"green to rahane ,  six runs six runs hooked for a hug six  good ball on off stump , he gets across and pulls it with disdain over backward-square-leg  head","green to rahane , six , into the stands  just good on middle-leg , poor line again and rahane seemingly was waiting for the short one , he was sitting back and pulled this away to the deep backward-square-leg with ease"
10.1,6,"green to rahane ,  six runs six runs hooked for a hug six  good ball on off stump , he gets across and pulls it with disdain over backward-square-leg  head","green to rahane , wide , good length delivery that just angles down leg , rahane looked to glance it fine and missed , called a wide"
10.1,1w,"green to rahane , 1 wide 1 wide wide first up  was a length ball but sprays it down leg ","green to rahane , six , into the stands  just good on middle-leg , poor line again and rahane seemingly was waiting for the short one , he was sitting back and pulled this away to the deep backward-square-leg with ease"
10.1,1w,"green to rahane , 1 wide 1 wide wide first up  was a length ball but sprays it down leg ","green to rahane , wide , good length delivery that just angles down leg , rahane looked to glance it fine and missed , called a wide"
9.6,1,"dagar to rahane ,  1 run 1 run slightly short on middle-stump , rahane hangs back and pats it to long-on for a run","mayank dagar to rahane , 1 run , flatter delivery on middle , worked away to wide long-on"
9.5,1,"dagar to mitchell ,  1 run 1 run full outside-off , he digs it to cover for a quick run","mayank dagar to mitchell , 1 run , fired in full outside-off , mitchell was looking for a big one and could only jam it out towards cover"
9.4,•,"dagar to mitchell , no run no run keeps it quicker and on a length on middle  mitchell can only mistime it back towards the bowler","mayank dagar to mitchell , no run , flatter delivery on middle , knocked back towards the bowler who hops to his right to stop it"
9.3,•,"dagar to mitchell , no run no run flatter on middle-stump , he defends","mayank dagar to mitchell , no run , full on outside-off , driven straight back to the bowler"
9.2,1,"dagar to rahane ,  1 run 1 run shimmies down the track and outside the line of leg-stump , giving himself some room  dagar adjust his length as rahane drives to long-off","mayank dagar to rahane , 1 run , full and just outside-off , rahane makes room and skips down the track before slapping it down to long-off"
9.1,1,"dagar to mitchell ,  1 run 1 run on a length leg-stump , he brings out the sweep past short-fine-leg","mayank dagar to mitchell , 1 run , full on outside-off , mitchell leans right across his stumps and fetches it with a sweep , gets it to the left of short fine-leg but there  protection in the deep"
8.6,1,"karn to mitchell ,  1 run 1 run very full once more on the stumps , he eases it to long-on","karn sharma to mitchell , 1 run , middle-stump , pushed down the ground to long-on , good over for csk , 15 off it"
8.5,1,"karn to rahane ,  1 run 1 run a touch fuller on the stump , he pushes towards long-on  was looking for a second but the fielder is quick on the ball","karn sharma to rahane , 1 run , tossed up middle-stump , gently worked away towards wide mid-on , only went to the edge of the ring and rahane was looking for two but the man running in from long-on was quick"
8.4,1,"karn to mitchell ,  1 run 1 run dragged down leg-stump , as mitchell hangs back and works it to the on-side","karn sharma to mitchell , 1 run , length delivery on middle , mitchell covers his stumps and works it away towards mid-wicket for one , good cricket"
8.3,6,"karn to mitchell ,  six runs six runs this time over long-off  floated slower outside-off , he goes over long-off now  such clean striking  free swing of the blade from mitchell","karn sharma to mitchell , six , two in a row  tossed up full outside-off , more than enough room for mitchell to free his arms this time and he launches it outside-off , karn sharma under pressure"
8.2,6,"karn to mitchell ,  six runs six runs finally connect at one  tossed up just a touch but that was right in mitchell  arc  he extends his arm and swings it miles over long-on","karn sharma to mitchell , six , mitchell goes big  floated up full on outside-off , this was in his zone and he cleared his front-leg and mowed it straight down the ground , cleared the ropes so easily"
8.1,•,"karn to mitchell , no run no run darted quicker on off stump , he prods half-forward and pushes to cover","karn sharma to mitchell , no run , tossed up full on outside-off , mitchell prods forward and knocks it towards cover"
7.6,•,"dagar to rahane , no run no run pushes the length ball quicker on leg-stump , rahane goes back looking for a flick but misses and is rapped on the pad with the ball going down leg","mayank dagar to rahane , no run , fired in quicker on a length , angles into the pads and skids through this time , beats rahane who was looking to turn it into the leg-side and hits his pad , would've gone down leg"
7.5,1,"dagar to mitchell ,  1 run 1 run a touch quicker outside-off , he pushes to faf at cover who flicks in back-handed flick  but rahane was in","mayank dagar to mitchell , 1 run , flatter delivery outside-off , mitchell shuffles across his stumps early and knocks it towards cover for a quick single , even a quick pick-up and throw from faf can't find rahane short"
7.4,•,"dagar to mitchell , no run no run ooh , some turn outside-off  mitchell is camped on the backfoot and defends towards cover","mayank dagar to mitchell , no run , shade fuller and just outside-off , mitchell plays back again as he knocks it towards cover , bit of bite and turn again"
7.3,•,"dagar to mitchell , no run no run shimmies down the track but dagar shortens the length and mitchell has to defend","mayank dagar to mitchell , no run , length delivery on outside-off , saw the batter running down the track and dropped it just a touch shorter , just holds in the surface a touch too"
7.2,•,"dagar to mitchell , no run no run a tad short just outside-off , he stays back and eases to backward-point","mayank dagar to mitchell , no run , length delivery outside-off , punched straight to point"
7.1,1,"dagar to rahane ,  1 run 1 run length outside-off , he pushes it through point for a run","mayank dagar to rahane , 1 run , full outside-off , just a touch early through his drive but it goes into the gap and through to sweeper cover"
6.6,W,"karn to ravindra , out out he  gone now  one shot too many for rachin  was a length ball leg-stump  he sweeps eyeing another six , but doesn't connect as cleanly  deep backward-square-leg settles himself and takes a comfortable catch  lovely debut for rachin who falls for a 15-ball 37  see all photos","karn sharma to ravindra , out caught by rajat patidar   karn has his man now - was pushed through quicker and at the stumps , ravindra went down on his knee as he looked to play the slog-sweep - hit it hard and hit it flat , straight down patidar  throat at deep backward-square-leg  the dangerous ravindra departs and rcb can heave a sigh of relief  ravindra c rajat patidar b karn sharma 37 15  [4s-3 6s-3]"
6.5,6,"karn to ravindra ,  six runs six runs dropped short and he pumps it for six  on off stump , he rocks back and hammers him over deep midwicket fielder  head ","karn sharma to ravindra , six , a long hop and it  been hammered - dragged half-way by karn , ravindra rocks back and then thumps it powerfully over wide mid-wicket , there  a fielder in the deep , but he  well away from the ball"
6.4,1,"karn to rahane ,  1 run 1 run shimmies down the track to the length ball on leg-stump and pushes to long-on","karn sharma to rahane , 1 run , karn dragged the length back as rahane came down the pitch , worked down to long-on for a single"
6.3,•,"karn to rahane , no run no run flatter outside-off , he stays back and punches to backward-point","karn sharma to rahane , no run , pushed through by karn - rahane backs away and finds backward-point with the cut"
6.2,2,"karn to rahane ,  2 runs 2 runs fuller in length middle-stump , he flicks it to deep midwicket and some excellent running get them a couple of runs","karn sharma to rahane , 2 runs , loopy delivery leg-stump , clipped in front of square on the on-side and they race back for the second"
6.1,•,"karn to rahane , no run no run flatter on the stumps , he goes back and pushes to the on-side and karn gets across","karn sharma to rahane , no run , flighted delivery leg-stump , worked off the back-foot to the bowler"
5.6,3,"yash dayal to rahane ,  3 runs 3 runs fuller outside-off , he digs it to backward-point and sets off  the fielder throws down the stumps at the non-striker end , but rahane is in  also gets two extra runs via the ricochet","yash dayal to rahane , 3 runs , more runs , this is so frustrating for rcb - yorker length delivery and it was jammed in front of cover-point , the run was always there , but the fielder has a shy at the bowler  end , no one  backing him up and rahane gets a couple of more runs in the bargain"
5.5,2,"yash dayal to rahane ,  2 runs 2 runs juuuuust over faf  head  length ball outside-off  he was looking  to go up and over mid-off , doesn't connect as well  faf runs back , but can't get a hand on it","yash dayal to rahane , 2 runs , a mistimed drive , but the ball drops over faf  right shoulder - fuller length delivery and just outside-off , rahane went hard on the drive , came off the thick-edge and he  lucky to have cleared the infield"
5.4,2,"yash dayal to rahane ,  2 runs 2 runs fuller in length well outside-off  he opens his arms and drives aerially to the right of deep-point","yash dayal to rahane , 2 runs , fuller length delivery and well wide of off - rahane plays with a bent knee as he slices the drive over backward-point , comes back for the second"
5.3,6,"yash dayal to rahane ,  six runs six runs stand and deliver  shot of the evening so far , for me  good ball outside-off  he stands still and pumps him over mid-off and eventually the ropes for a 84m six","yash dayal to rahane , six , rahane throws his hands on a length ball and sends it carving over mid-off for a maximum - good and angling across the right-hander , he  smote it on the rise and the timing is sublime , into the stands at long-off"
5.2,•,"yash dayal to rahane , no run no run very full and outside-off , rahane tries to squirt this fine  makes no connection once more","yash dayal to rahane , no run , fuller length delivery and shaping across the right-hander - rahane was looking to jam it out and missed"
5.1,•,"yash dayal to rahane , no run no run lovely bowling again from dayal  gets this on  a length angling away from rahane , who is on the move while looking for a drive  gets beaten ","yash dayal to rahane , no run , dayal is bowling beautifrully to the right-handers , pitched up and the angle takes the ball away from rahane  rteach , past the waft and into the gloves of the keeper"
4.6,•,"alzarri joseph to ravindra , no run no run raps him in the midriff at pace  good again on middle  rachin looks to hack that away , but is beaten for pace","alzarri joseph to ravindra , no run , short of a good length and around the outside-off channel , ravindra swings and is struck high on the body"
4.5,2,"alzarri joseph to ravindra ,  2 runs 2 runs just short of faf at mid-off  was a good ball outside-off , he stands tall and slaps it hard but aerially  faf dives forward , but the ball clearly fell short","alzarri joseph to ravindra , 2 runs , just short of faf at mid-off , and he then has to chase , does well to keep them down to a couple - good and well wide of off , flat-batted uppishly towards mid-off and had faf diving forward on the catch"
4.5,2,"alzarri joseph to ravindra ,  2 runs 2 runs just short of faf at mid-off  was a good ball outside-off , he stands tall and slaps it hard but aerially  faf dives forward , but the ball clearly fell short","alzarri joseph to ravindra , wide , short and down leg , ravindra was looking to help it on its way with the pull and missed , called as a wide"
4.5,1w,"alzarri joseph to ravindra , 1 wide 1 wide good ball down leg  he looks to help it away , can't connect but gets a wide  rawat does well to his right","alzarri joseph to ravindra , 2 runs , just short of faf at mid-off , and he then has to chase , does well to keep them down to a couple - good and well wide of off , flat-batted uppishly towards mid-off and had faf diving forward on the catch"
4.5,1w,"alzarri joseph to ravindra , 1 wide 1 wide good ball down leg  he looks to help it away , can't connect but gets a wide  rawat does well to his right","alzarri joseph to ravindra , wide , short and down leg , ravindra was looking to help it on its way with the pull and missed , called as a wide"
4.4,1,"alzarri joseph to rahane ,  1 run 1 run good ball outside-off , he pats it to deep-third","alzarri joseph to rahane , 1 run , good and just outside-off , rahane runs it down towards third-man for a single"
4.3,•,"alzarri joseph to rahane , no run no run big shout for lbw but the umpire stays unmoved  no review taken  length ball at 146kph that strikes rahane on the pad  think he got an inside-edge back onto the pad ","alzarri joseph to rahane , no run , a long lbw appeal , but they ain't reviewing it , must've been an inside-edge , too close to dab and rahane squeezed an under-edge onto his front-pad"
4.2,1,"alzarri joseph to ravindra ,  1 run 1 run length on off stump , he stays leg-side of the ball and pushes to cover and sets off","alzarri joseph to ravindra , 1 run , alzarri shortens the length around off , punched to the left of cover-point for a single"
4.1,6,"alzarri joseph to ravindra ,  six runs six runs hello there mr joseph says rachin as he pulls him for six  banged in short and on his hips , he helps it over fine-leg with ease","alzarri joseph to ravindra , six , cracking shot , pacy short ball from alzarri - but this is at the hips of ravindra , he swivels across anmd then hammers the pull over long-leg for a maximum"
3.6,W,"yash dayal to gaikwad , out out edged and taken on the second attempt by green at first slip  this is excellent bowling and also excellent captaincy from faf to keep the slip in  keeps it on a length but well outside-off stump  gaikwad gets forward reaching for the drive  he gets a thick-edge and green takes a fairly simple catch albeit on the second attempt  important wicket for rcb see all photos","yash dayal to gaikwad , out caught by green   edged and caught  green on the second attempt and he has big hands , this is some reward for dayal - troubled gaikwad with the angle and has finally nailed him - pitched up and pushed across with the angle , gaikwad had to reach out on the drive , there  no control over the shot and gets a thick-edge to slip  right  green was quick to react , but the ball popped out , fortunately for rcb - he  alert enough to grab the rebound off the knee  gaikwad c green b yash dayal 15 15  [4s-3]"
3.5,4,"yash dayal to gaikwad , four runs four runs strayed on the pads and gaikwad cashes in  length down leg , he shuffles across and clips fine and for four  six fours and six already in this innings","yash dayal to gaikwad , four , wrong line from dayal , short and at the pads - gaikwad gets inside the line and nudged it very fine , beats the man in the ring and runs away"
3.4,1,"yash dayal to ravindra ,  1 run 1 run he  timing these really well so far  that was on a good length outside-off , he stands tall and slaps it to mid-off","yash dayal to ravindra , 1 run , on a good length and just outside-off , driven to the right of mid-off for a single"
3.3,•,"yash dayal to ravindra , no run no run a hint of shape away from dayal on that length ball outside-off , he prods forward and punches it nicely but straight to cover point","yash dayal to ravindra , no run , fuller length delivery outside-off , ravindra leans across and defends it with an open face to cover-point"
3.2,4,"yash dayal to ravindra , four runs four runs shot  fuller-length ball but was veering down leg  he flicks it with authority past short-fine-leg","yash dayal to ravindra , four , more runs , too full and too straight from dayal - on the pads and it  whipped away backward of square on the on-side , beats the man in the ring and races away"
3.1,1,"yash dayal to gaikwad ,  1 run 1 run length ball angling away from gaikwad outside-off  he pushes at it with an open face of the bat to deep-third","yash dayal to gaikwad , 1 run , fuller length delivery outside-off , gaikwad plays with an angled bat and runs it backward of square on the off-side for a single"
2.6,6,"siraj to ravindra ,  six runs six runs top edge for six  rachin is enjoying a bit of luck on ipl debut  a well-directed short of a length ball aimed at his body  rachin swivel-pulls gets a big top edge that goes over short-fine-leg and just over the ropes","siraj to ravindra , six , top-edge and six , luck running ravindra  way at the moment - banged in short and he  late on the pull , gets a massive top-edge , was always a safe shot with fine-leg inside the ring , this one has enough power to sail over the ropes"
2.5,1,"siraj to gaikwad ,  1 run 1 run good ball outside-off , he gets across and slaps it to deep-point","siraj to gaikwad , 1 run , short of a good length and well wide of off , chopped to the left of cover-point for a single"
2.4,1,"siraj to ravindra ,  1 run 1 run fuller in length leg-stump , he punches it neatly but straight to mid-on","siraj to ravindra , 1 run , fuller length delivery on the stumps , driven to the left of mid-on and they're off for a quick single"
2.3,1,"siraj to gaikwad ,  1 run 1 run another excellent stop from dagar  this time at cover  was fuller in length outside-off , he leans into the cover-drive but dagar dives full-length to his right to save three","siraj to gaikwad , 1 run , mayank has saved a few more runs here - fuller length delivery and well wide of off , driven to the right of cover where he threw himself and made a one-handed save"
2.2,1,"siraj to ravindra ,  1 run 1 run chipped just over the bowler  head  was a length ball on middle , he was looking to clip it but closed the face of the bat early  the leading edge just evades the bowler","siraj to ravindra , 1 run , ravindra gets lucky now - on a good length and angling back into the left-hander , ravindra was early into the tuck , closed the bat-face and the leading edghe popped over siraj  outstretched right-hand"
2.1,4,"siraj to ravindra , four runs four runs flicked for four  that  a lovely wristy flick from rachin  was a length ball on his pads , he sends it all across the carpet and deep backward-square-leg can't do much","siraj to ravindra , four , beautifully played , fuller length delivery and angling into the pads , ravindra lets the ball come , brings his wrists into play and then flicks it backward of square on the on-side , beat the despairing dive from the fielder in the deep"
2.1,4,"siraj to ravindra , four runs four runs flicked for four  that  a lovely wristy flick from rachin  was a length ball on his pads , he sends it all across the carpet and deep backward-square-leg can't do much","siraj to ravindra , wide , siraj loses his line and spills one well down the leg-side , called as a wide"
2.1,1w,"siraj to ravindra , 1 wide 1 wide full but sprays it down leg  rawat does well to his right  called a wide","siraj to ravindra , four , beautifully played , fuller length delivery and angling into the pads , ravindra lets the ball come , brings his wrists into play and then flicks it backward of square on the on-side , beat the despairing dive from the fielder in the deep"
2.1,1w,"siraj to ravindra , 1 wide 1 wide full but sprays it down leg  rawat does well to his right  called a wide","siraj to ravindra , wide , siraj loses his line and spills one well down the leg-side , called as a wide"
1.6,•,"yash dayal to gaikwad , no run no run goes past the outside-edge for a third straight time  changes the length again  was good outside-off  gaikwad throws his hands at it looking for a swish , gets beaten","yash dayal to gaikwad , no run , beaten , short of a good length and angling across the right-hander , brings out a loose waft and gaikwad  beaten on the outside-edge"
1.5,•,"yash dayal to gaikwad , no run no run and again  pushes the fuller and angling away from gaikwad inviting him for a drive  he takes the bait but only connects at thin air","yash dayal to gaikwad , no run , much better from yash - pitched up and pushed across with the natural angle , dragged gaikwad into the drive and beats him on the outside-edge"
1.4,•,"yash dayal to gaikwad , no run no run ooh , close  good length ball outside-off with a hint of away shape  gaikwad nibbles at it and gets beaten","yash dayal to gaikwad , no run , lovely delivery , short of a good length and a hint of shape away from off , gaikwad has a poke at that and nearly edges it through to the keeper"
1.3,•,"yash dayal to gaikwad , no run no run fails to get a decent connection on that  length ball on gaikwad  pads , he gets across and clip but can't beat fine-leg","yash dayal to gaikwad , no run , good and at the hips , tucked straight to the fielder at short fine"
1.2,1,"yash dayal to ravindra ,  1 run 1 run fuller in length leg-stump , he clips past mid-on for a run","yash dayal to ravindra , 1 run , on a good length and angling into the left-hander , worked in front of square on the on-side , to the left of mid-on for a single"
1.1,4,"yash dayal to ravindra , four runs four runs gets an inside-edge for four  beginners luck for rachin  was a length ball outside-off , he looks to flay it away through the off-side , gets a thick inside-edge just past off stump and past the keeper  right","yash dayal to ravindra , four , streaky and four , fuller length delivery and holding its line outside-off - ravindra goes hard on the drive , gets a big inside-edge that runs away past the stumps and away from rawat  reach"
0.6,•,"siraj to gaikwad , no run no run good ball outside-off  he plays inside the line of the ball and is beaten  rawat is hit on the knee with the ball going to him on the half-volley","siraj to gaikwad , no run , on a good length and holding its line outside-off - stayed very low and burst under gaikwad  bat , bouncing through to the keepert"
0.5,4,"siraj to gaikwad , four runs four runs in the air but in the gap  that was close  was a length ball floated well outside-off  he opens the face of the blade and drives aerially between backward-point and point  picked the gap to perfection","siraj to gaikwad , four , uppish and four , fuller length delivery and shaping away from wide of off , gaikwad is lured into the drive , he doesn't get on top of the bounce , but does manage to find the gap square past cover-point"
0.4,•,"siraj to gaikwad , no run no run length ball tailing away from gaikwad well outside-off  he leaves it alone","siraj to gaikwad , no run , on a good length and shaping away from outside-off - gaikwad covers the line , lifts his bat and lets it go"
0.3,•,"siraj to gaikwad , no run no run lovely timing and even better fielding at backward-point  good ball outside-off  the width was the key  he cuts it hard but dagar flings to his right and saves a certain four","siraj to gaikwad , no run , good and well wide of off , punched to the right of backward-point where mayank dagar makes an acrobatic stop , saved a certain boundary"
0.2,•,"siraj to gaikwad , no run no run play and a miss now  good ball shaping away from gaikwad , who has a swish at it but doesn't connect  rawat collects on the bounce","siraj to gaikwad , no run , short of a good length and angling adcross the right-hander , stays a fraction low and goes under gaikwad  poke , bounced through to the keeper"
0.1,4,"siraj to gaikwad , four runs four runs bang  short ball outside-off , he swivels and pull over square-leg with minimum of fuss  that  some way to start your ipl ","siraj to gaikwad , four , cracking shot , ruturaj is off and running - friendly short ball from siraj , shoulders arms up to the right-hander , gaikwad swivels across and then hammers the pull over square-leg for a boundary"
